date,signal_date,regime,regime_reason,regime_confidence,breadth,vix,macro_score
2025-11-28,2025-11-27,CHOP,Nifty above SMA200 but mixed signals,0.31631963915452743,0.3486929552503323,11.789999961853027,0.055690181152945405
2025-12-05,2025-12-04,CHOP,Nifty above SMA200 but mixed signals,0.3439551616286654,0.31546300398759414,10.819999694824219,0.0621876686198205
2025-12-12,2025-12-11,CHOP,Nifty above SMA200 but mixed signals,0.29875107627751213,0.28666371289322107,10.399999618530273,0.06423726939766265
2025-12-19,2025-12-18,CHOP,Nifty above SMA200 but mixed signals,0.2844262554967442,0.2760301284891449,9.710000038146973,0.06995524808741743
2025-12-26,2025-12-24,CHOP,Nifty above SMA200 but mixed signals,0.3126961775266647,0.31103234381922906,9.1899995803833,0.0728220033438116
2026-01-02,2026-01-01,CHOP,Nifty above SMA200 but mixed signals,0.2577501322754215,0.30571555161719094,,-3.8124859215813572e-06
2026-01-09,2026-01-08,CHOP,Nifty above SMA200 but mixed signals,0.31257661930262015,0.26982720425343376,10.600000381469727,0.06348132118149212
2026-01-16,2026-01-14,CHOP,Nifty above SMA200 but mixed signals,0.2816740902271334,0.24368630926007975,11.319999694824219,0.059160798160121604
2026-01-23,2026-01-22,CHOP,Nifty above SMA200 but mixed signals,0.21566561147057736,0.1843154630039876,13.350000381469727,0.046069886489397326
2026-01-30,2026-01-29,CHOP,Nifty above SMA200 but mixed signals,0.2543377086947787,0.1847585290208241,13.369999885559082,0.04894809384661547
2026-02-06,2026-02-05,CHOP,Nifty above SMA200 but mixed signals,0.2762019535522958,0.2259636685866194,12.170000076293945,0.05444420052032547
2026-02-13,2026-02-12,CHOP,Nifty above SMA200 but mixed signals,0.32689684318839957,0.25742135578201153,11.729999542236328,0.0577684234400728
2026-02-20,2026-02-19,CHOP,Nifty above SMA200 but mixed signals,0.32051984818861096,0.21976074435090828,13.460000038146973,0.04373217139549187
2026-02-27,2026-02-26,CHOP,Nifty above SMA200 but mixed signals,0.3104831677396286,0.22374833850243686,13.0600004196167,0.04547984901742555
2026-03-06,2026-03-05,BEAR,Nifty below SMA200 + stress confirmation,0.41677225303508136,0.1692512184315463,17.860000610351562,0.01519448267919204
2026-03-13,2026-03-12,BEAR,Nifty below SMA200 + stress confirmation,0.4494953628418097,0.1586176340274701,21.520000457763672,-0.009902949048670935
2026-03-20,2026-03-19,BEAR,Nifty below SMA200 + stress confirmation,0.4602526017352342,0.13114754098360656,22.799999237060547,-0.01978305611342979
